Date,Open,High,Low,Close,Adj Close,Volume
2019-12-16,16.100000,16.150000,16.049999,16.110001,15.856000,1043100
2019-12-23,15.820000,16.090000,15.790000,16.080000,15.826472,3232900
2019-12-30,16.160000,16.250000,15.910000,16.160000,16.160000,8019400
2020-01-06,16.280001,16.299999,15.770000,15.870000,15.870000,10452600
2020-01-13,15.810000,15.840000,15.660000,15.770000,15.770000,5643200
2020-01-20,15.690000,15.730000,15.060000,15.110000,15.110000,4364500
2020-01-27,14.840000,14.970000,14.500000,14.580000,14.580000,8223800
2020-02-03,14.460000,14.630000,14.300000,14.530000,14.530000,11043300
2020-02-10,14.420000,14.720000,14.380000,14.650000,14.650000,5297800
2020-02-17,14.650000,14.960000,14.650000,14.780000,14.780000,3131300
2020-02-24,14.480000,14.530000,13.460000,13.610000,13.610000,6390200
2020-03-02,13.730000,14.120000,13.290000,13.360000,13.360000,11059200
2020-03-09,12.320000,12.760000,11.510000,12.110000,12.110000,18163700
2020-03-16,11.360000,11.570000,10.410000,10.940000,10.940000,17019200
2020-03-23,10.820000,11.610000,10.820000,11.420000,11.420000,7876400
2020-03-30,11.330000,11.500000,10.910000,11.420000,11.420000,6938900
2020-04-06,11.430000,11.840000,11.350000,11.560000,11.560000,6361300
2020-04-13,11.650000,11.770000,11.290000,11.440000,11.440000,6299800
2020-04-20,11.230000,11.390000,10.480000,10.700000,10.700000,8726900
2020-04-27,10.550000,10.960000,10.460000,10.760000,10.760000,6170300
2020-05-04,10.740000,11.250000,10.660000,11.250000,11.250000,4203500
2020-05-11,11.220000,11.240000,10.870000,11.200000,11.200000,4207600
2020-05-18,11.450000,11.740000,11.420000,11.550000,11.550000,3711400
2020-05-25,11.670000,11.840000,11.440000,11.780000,11.780000,3097000
2020-06-01,11.730000,12.340000,11.720000,12.320000,12.320000,5131900
2020-06-08,12.310000,12.440000,11.910000,12.010000,12.010000,5336100
2020-06-15,11.860000,12.410000,11.810000,12.330000,12.330000,4641500
2020-06-22,12.380000,12.520000,12.000000,12.050000,12.050000,4415100
2020-06-29,12.150000,12.530000,12.120000,12.460000,12.460000,4448400
2020-07-06,12.560000,12.770000,12.500000,12.660000,12.660000,4846500
2020-07-13,12.680000,12.760000,12.450000,12.660000,12.660000,5728900
2020-07-20,12.610000,12.970000,12.530000,12.900000,12.900000,6099600
2020-07-27,12.990000,13.050000,12.660000,12.940000,12.940000,6136100
2020-08-03,13.000000,13.430000,12.970000,13.170000,13.170000,5771300
2020-08-10,13.260000,13.310000,13.030000,13.240000,13.240000,4286300
2020-08-17,13.340000,13.530000,13.200000,13.300000,13.300000,7779400
2020-08-24,13.400000,13.570000,13.340000,13.550000,13.550000,4369000
2020-08-31,13.600000,13.660000,13.090000,13.140000,13.140000,7560100
2020-09-07,12.790000,12.990000,12.700000,12.900000,12.900000,5539700
2020-09-14,12.880000,13.440000,12.850000,13.430000,13.430000,3958600
2020-09-21,13.250000,13.260000,12.810000,12.950000,12.950000,4951300
2020-09-28,12.990000,13.100000,12.640000,12.740000,12.740000,6231300
2020-10-05,12.970000,13.420000,12.970000,13.340000,13.340000,5411700
2020-10-12,13.330000,13.360000,13.110000,13.270000,13.270000,3789400
2020-10-19,13.360000,13.470000,13.220000,13.260000,13.260000,3799700
2020-10-26,13.170000,13.220000,12.480000,12.650000,12.650000,6348600
2020-11-02,12.630000,13.290000,12.630000,13.110000,13.110000,9355300
2020-11-09,13.440000,13.690000,13.270000,13.350000,13.350000,6706200
2020-11-16,13.540000,13.640000,13.400000,13.600000,13.600000,4685900
2020-11-23,13.660000,14.100000,13.610000,14.020000,14.020000,5566000
2020-11-30,14.030000,14.100000,13.820000,14.040000,14.040000,15742300
2020-12-07,13.970000,14.400000,13.940000,14.240000,14.240000,8854300
2020-12-14,14.290000,14.740000,14.120000,14.690000,14.690000,5824200
2020-12-18,14.670000,14.740000,14.650000,14.690000,14.690000,1134479
